time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,perm_physical_pupils,perm_physical_adult,perm_verbal_pupil,perm_verbal_adult,perm_bullying,perm_racist_abuse,perm_sexual_misconduct,perm_drug_alcohol,perm_damage,perm_theft,perm_persistent_disruptive,perm_other,fixed_physical_pupils,fixed_physical_adult,fixed_verbal_pupil,fixed_verbal_adult,fixed_bullying,fixed_racist_abuse,fixed_sexual_misconduct,fixed_drug_alcohol,fixed_damage,fixed_theft,fixed_persistent_disruptive,fixed_other
academic year,201617,local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,State-funded primary,0,0,0,0,0,0,x,0,0,0,0,0,57,68,8,12,4,x,x,0,3,x,24,10
academic year,201617,local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,State-funded secondary,x,x,4,x,0,0,0,x,x,0,3,0,141,12,53,82,14,6,7,51,37,28,194,68
academic year,201617,local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Special,0,0,0,0,0,0,0,0,0,0,0,0,9,7,x,3,x,7,0,x,3,0,30,x
academic year,201617,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,10,x,x,4,0,0,x,x,0,x,14,11,471,193,117,311,53,25,49,23,44,38,400,462
academic year,201617,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,26,41,10,19,3,x,0,0,x,x,41,34
academic year,201617,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,State-funded secondary,10,x,x,4,0,0,x,x,0,x,14,10,373,59,98,264,40,14,49,22,31,36,292,418
academic year,201617,local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Special,0,0,0,0,0,0,0,0,0,0,0,x,72,93,9,28,10,10,0,x,12,x,67,10
academic year,201617,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,9,0,x,x,0,0,x,3,3,4,9,9,355,100,101,197,28,16,13,94,49,54,237,333
academic year,201617,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,41,52,9,19,x,0,x,0,3,x,30,10
academic year,201617,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,State-funded secondary,9,0,x,x,0,0,x,3,3,4,9,9,297,23,90,160,26,13,12,94,32,52,119,321
academic year,201617,local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Special,0,0,0,0,0,0,0,0,0,0,0,0,17,25,x,18,x,3,0,0,14,0,88,x
academic year,201617,local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,5,0,x,0,0,0,0,x,0,0,4,0,137,23,39,143,14,6,8,44,19,22,163,89
academic year,201617,local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,11,x,3,6,0,x,0,0,0,x,20,x
academic year,201617,local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,State-funded secondary,5,0,x,0,0,0,0,x,0,0,4,0,123,15,36,123,14,5,8,44,19,21,142,84
academic year,201617,local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Special,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,x,3
academic year,201617,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,x,3,0,0,0,0,0,x,0,0,4,11,239,116,48,144,17,18,5,20,39,20,171,389
academic year,201617,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,37,61,8,16,5,x,x,0,9,0,70,28
academic year,201617,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,State-funded secondary,x,0,0,0,0,0,0,x,0,0,4,11,181,6,35,116,5,10,4,19,15,20,83,306
academic year,201617,local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Special,0,3,0,0,0,0,0,0,0,0,0,0,21,49,5,12,7,6,0,x,15,0,18,55
academic year,201617,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,5,4,x,3,0,0,0,x,0,0,x,3,491,101,127,211,25,18,23,32,26,26,359,325
academic year,201617,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,State-funded primary,x,0,0,0,0,0,0,0,0,0,0,0,73,52,15,16,x,x,3,0,4,4,30,33
academic year,201617,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,State-funded secondary,4,4,x,3,0,0,0,x,0,0,x,3,385,28,109,192,22,16,20,31,13,22,321,286
academic year,201617,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Special,0,0,0,0,0,0,0,0,0,0,0,0,33,21,3,3,x,0,0,x,9,0,8,6
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,35,40,26,20,0,0,3,5,5,0,88,34,2097,673,415,1117,164,123,69,178,198,148,1705,1616
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,State-funded primary,15,28,6,4,0,0,x,0,3,0,32,7,545,380,113,185,34,28,8,4,48,18,530,379
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,State-funded secondary,20,11,19,13,0,0,x,5,x,0,55,26,1469,167,279,880,127,92,59,166,130,129,1117,1182
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Special,0,x,x,3,0,0,x,0,0,0,x,x,83,126,23,52,3,3,x,8,20,x,58,55
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,10,6,x,7,0,0,0,4,x,0,21,12,579,214,96,430,17,27,11,68,93,20,766,657
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,State-funded primary,x,5,0,x,0,0,0,0,x,0,9,3,125,154,26,55,4,4,0,0,25,0,182,43
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,State-funded secondary,8,x,x,5,0,0,0,4,0,0,12,9,445,56,69,371,13,23,10,67,65,20,578,612
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Special,0,0,0,0,0,0,0,0,0,0,0,0,9,4,x,4,0,0,x,x,3,0,6,x
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,13,21,4,6,x,0,x,4,0,0,55,12,465,172,78,443,34,41,20,41,60,25,566,361
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,State-funded primary,x,12,x,0,0,0,0,0,0,0,10,0,83,107,21,44,9,x,5,0,7,5,133,20
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,State-funded secondary,11,7,3,6,0,0,x,4,0,0,45,12,367,43,55,376,25,32,15,40,42,19,424,327
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Special,0,x,0,0,x,0,0,0,0,0,0,0,15,22,x,23,0,7,0,x,11,x,9,14
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,8,7,6,x,0,0,0,4,x,x,36,10,476,195,111,382,19,28,20,63,40,36,798,397
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,State-funded primary,x,5,0,x,0,0,0,0,0,0,x,0,97,133,27,30,5,x,5,0,11,x,117,38
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,State-funded secondary,7,x,6,x,0,0,0,4,x,x,35,10,370,40,81,352,13,26,15,60,28,35,679,354
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Special,0,0,0,0,0,0,0,0,0,0,0,0,9,22,3,0,x,x,0,3,x,0,x,5
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,8,3,x,5,0,0,0,x,0,0,41,6,351,87,56,264,13,20,5,21,27,15,688,189
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,x,63,44,11,46,0,x,x,x,4,x,85,12
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,State-funded secondary,8,x,x,5,0,0,0,x,0,0,40,5,275,20,45,218,13,18,3,20,22,14,603,167
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Special,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,0,0,0,0,x,0,0,10
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,7,9,x,x,0,x,0,6,0,0,39,4,377,157,107,263,23,40,15,33,37,31,960,59
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,State-funded primary,5,6,0,x,0,x,0,0,0,0,5,x,149,97,27,49,7,10,3,0,4,x,120,14
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,State-funded secondary,x,x,x,0,0,0,0,6,0,0,34,x,211,33,79,213,12,28,11,33,29,30,805,45
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Special,0,x,0,0,0,0,0,0,0,0,0,0,17,27,x,x,4,x,x,0,4,0,35,0
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,12,10,x,7,0,0,x,x,x,0,27,19,332,103,81,247,34,27,17,35,40,15,410,411
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,State-funded primary,4,5,0,x,0,0,0,0,0,0,7,0,46,48,10,10,0,x,0,0,3,0,66,7
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,State-funded secondary,8,4,x,4,0,0,x,x,0,0,20,17,256,24,64,226,20,21,17,35,30,13,336,358
academic year,201617,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Special,0,x,0,x,0,0,0,0,x,0,0,x,30,31,7,11,14,4,0,0,7,x,8,46
academic year,201617,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,x,x,x,x,0,0,0,x,0,0,4,0,203,41,24,227,x,8,x,20,21,x,221,392
academic year,201617,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,26,15,x,7,0,3,0,0,0,0,29,x
academic year,201617,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,State-funded secondary,x,x,x,x,0,0,0,x,0,0,4,0,172,13,23,214,x,4,x,20,21,x,189,382
academic year,201617,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Special,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,6,0,x,0,0,0,0,3,9
academic year,201617,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,20,10,4,11,x,0,x,11,6,0,54,37,575,167,119,405,42,57,6,74,66,17,442,899
academic year,201617,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,State-funded primary,4,7,0,x,x,0,0,0,0,0,23,9,97,65,26,47,7,5,x,0,10,x,139,58
academic year,201617,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,State-funded secondary,16,3,4,9,0,0,x,11,6,0,31,28,466,29,89,329,33,41,5,70,40,16,291,817
academic year,201617,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Special,0,0,0,0,0,0,0,0,0,0,0,0,12,73,4,29,x,11,0,4,16,0,12,24
academic year,201617,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,x,x,0,0,0,0,0,0,0,0,0,0,174,101,73,319,9,25,x,33,26,6,415,401
academic year,201617,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,29,51,7,27,x,x,0,0,3,x,62,25
academic year,201617,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,State-funded secondary,x,0,0,0,0,0,0,0,0,0,0,0,130,21,65,286,7,23,0,31,20,4,334,372
academic year,201617,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Special,0,0,0,0,0,0,0,0,0,0,0,0,15,29,x,6,0,0,x,x,3,0,19,4
academic year,201617,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,3,0,x,3,0,0,0,4,0,0,6,22,136,73,53,189,14,15,x,11,15,14,204,418
academic year,201617,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,36,44,6,24,0,0,0,0,x,x,67,7
academic year,201617,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,State-funded secondary,3,0,x,3,0,0,0,4,0,0,4,22,90,7,47,158,14,14,0,11,12,10,116,410
academic year,201617,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Special,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,7,0,x,x,0,x,3,21,x
academic year,201617,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,7,0,3,8,0,x,0,9,x,0,19,12,396,143,93,348,19,61,11,65,77,27,555,658
academic year,201617,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,State-funded primary,0,0,x,0,0,0,0,0,0,0,0,0,51,71,21,33,3,3,0,0,8,0,94,25
academic year,201617,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,State-funded secondary,7,0,x,8,0,x,0,9,x,0,19,12,318,15,69,297,15,56,10,62,43,26,396,606
academic year,201617,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Special,0,0,0,0,0,0,0,0,0,0,0,0,27,57,3,18,x,x,x,3,26,x,65,27
academic year,201617,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,10,9,x,9,x,0,x,6,0,x,27,11,415,217,84,595,24,42,20,92,56,24,782,466
academic year,201617,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,State-funded primary,x,4,0,x,x,0,x,0,0,0,4,x,129,121,13,39,10,4,4,0,6,x,175,38
academic year,201617,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,State-funded secondary,8,5,x,8,0,0,0,6,0,x,23,10,273,47,68,545,14,37,15,83,43,23,585,426
academic year,201617,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Special,x,0,0,0,0,0,0,0,0,0,0,0,13,49,3,11,0,x,x,9,7,0,22,x
academic year,201617,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,16,8,x,8,0,0,x,6,x,x,33,7,275,55,88,426,20,20,14,54,38,30,469,239
academic year,201617,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,State-funded primary,x,x,x,0,0,0,0,0,0,0,3,0,25,28,16,15,0,x,0,0,4,x,53,4
academic year,201617,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,State-funded secondary,14,6,x,8,0,0,x,6,x,x,30,7,250,27,72,408,20,18,14,54,34,29,416,235
academic year,201617,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
academic year,201617,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,12,5,6,13,0,0,0,5,0,x,43,19,739,379,235,746,61,59,31,76,91,68,789,1552
academic year,201617,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,State-funded primary,0,4,0,4,0,0,0,0,0,0,3,0,119,235,23,50,7,0,5,x,19,9,197,63
academic year,201617,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,State-funded secondary,12,x,6,9,0,0,0,5,0,x,40,19,598,92,209,686,45,56,26,72,53,59,576,1400
academic year,201617,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Special,0,0,0,0,0,0,0,0,0,0,0,0,22,52,3,10,9,3,0,x,19,0,16,89
academic year,201617,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,11,7,x,4,x,0,0,3,0,0,20,5,300,181,83,320,15,24,8,143,52,7,560,165
academic year,201617,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,State-funded primary,0,x,x,0,0,0,0,0,0,0,3,0,59,105,12,24,5,5,0,x,4,x,93,10
academic year,201617,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,State-funded secondary,11,6,0,4,x,0,0,3,0,0,17,5,238,61,70,295,10,16,8,141,47,5,462,153
academic year,201617,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Special,0,0,0,0,0,0,0,0,0,0,0,0,3,15,x,x,0,3,0,0,x,0,5,x
academic year,201617,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,6,8,x,4,0,0,0,3,0,0,37,3,295,156,41,199,22,18,5,50,17,15,367,270
academic year,201617,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,State-funded primary,0,3,0,x,0,0,0,x,0,0,x,x,73,60,11,21,12,4,0,0,x,x,51,13
academic year,201617,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,State-funded secondary,6,5,x,3,0,0,0,x,0,0,36,x,181,26,24,163,8,13,5,50,13,11,253,242
academic year,201617,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Special,0,0,0,0,0,0,0,0,0,0,0,0,41,70,6,15,x,x,0,0,3,3,63,15
academic year,201617,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,12,4,3,x,x,x,0,8,0,0,29,3,194,114,62,258,11,32,4,37,36,16,549,132
academic year,201617,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,State-funded primary,x,0,x,0,x,x,0,0,0,0,5,0,51,67,13,22,6,3,x,0,6,3,114,13
academic year,201617,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,State-funded secondary,10,4,x,x,0,0,0,8,0,0,24,3,128,21,49,235,5,28,3,30,25,13,431,119
academic year,201617,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Special,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,x,0,x,0,7,5,0,4,0
academic year,201617,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,4,0,x,5,0,0,0,x,0,0,23,8,292,179,86,328,21,20,3,52,34,18,386,265
academic year,201617,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,81,144,5,34,x,4,0,0,5,0,120,9
academic year,201617,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,State-funded secondary,4,0,x,5,0,0,0,x,0,0,22,8,202,8,77,271,16,15,x,52,18,16,252,253
academic year,201617,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Special,0,0,0,0,0,0,0,0,0,0,0,0,9,27,4,23,3,x,x,0,11,x,14,3
academic year,201617,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,6,10,5,8,x,0,x,4,0,0,29,14,346,199,86,351,38,26,7,42,49,13,323,1107
academic year,201617,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,State-funded primary,x,3,x,0,x,0,0,0,0,0,3,x,99,103,28,56,9,5,x,x,14,x,161,60
academic year,201617,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,State-funded secondary,4,7,4,8,0,0,x,4,0,0,26,13,225,22,56,292,29,20,5,41,21,12,153,1026
academic year,201617,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Special,0,0,0,0,0,0,0,0,0,0,0,0,22,74,x,3,0,x,0,0,14,0,9,21
academic year,201617,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,3,3,4,8,0,0,x,4,0,0,14,18,280,95,46,145,23,15,10,44,30,38,161,300
academic year,201617,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,State-funded primary,0,3,0,0,0,0,0,0,0,0,x,0,53,32,7,12,0,x,x,0,0,0,49,5
academic year,201617,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,State-funded secondary,3,0,4,8,0,0,x,4,0,0,12,18,204,9,37,121,19,12,9,44,22,36,100,289
academic year,201617,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Special,0,0,0,0,0,0,0,0,0,0,x,0,23,54,x,12,4,x,0,0,8,x,12,6
